Student_ID,Name,Section,Parental_Education,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Internet_Access,Extra_Classes,Math_Marks,Science_Marks,English_Marks,Hindi_Marks,SST_Marks,Final_Score,Result,Grade
9562,Pooja Singh Verma_9562,C,School,5.0,7.05,85.19,No,No,20.32,28.16,32.97,17.61,28.09,25.43,Fail,F
9563,Karan Raj Yadav_9563,C,Postgraduate,7.06,5.18,93.21,Yes,No,28.64,24.43,41.84,28.4,17.75,28.21,Fail,F
9564,Simran Dev Gupta_9564,A,School,1.78,6.02,85.89,Yes,Yes,30.73,27.16,47.81,15.01,47.67,33.68,Pass,C
9565,Amit Prasad Singh_9565,A,School,1.06,6.7,53.84,Yes,No,35.94,25.11,29.29,25.79,35.7,30.37,Fail,F
9566,Rahul Kant Kumar_9566,B,Graduate,3.19,5.82,60.48,No,Yes,8.18,33.09,23.94,38.37,14.54,23.62,Fail,F
9567,Priya Narayan Mishra_9567,A,School,4.15,7.6,83.38,Yes,No,26.22,26.05,22.62,17.13,30.38,24.48,Fail,F
9568,Sneha Deep Tiwari_9568,C,Graduate,5.65,5.57,92.45,Yes,Yes,11.76,27.75,44.89,38.86,42.8,33.21,Pass,C
9569,Arjun Mohan Pandey_9569,A,PhD,3.78,6.2,60.33,Yes,No,23.08,27.97,24.12,34.33,38.18,29.54,Fail,F
9570,Anjali Shiv Chauhan_9570,B,Graduate,1.74,5.99,74.92,Yes,Yes,22.64,33.8,28.99,21.2,45.0,30.33,Fail,F
9571,Vikas Kumar Sharma_9571,C,Graduate,6.42,7.04,75.66,No,No,22.39,29.31,36.07,21.24,40.56,29.91,Fail,F
9572,Neha Singh Verma_9572,C,Graduate,3.13,7.26,59.89,Yes,Yes,49.19,26.5,12.34,10.84,34.01,26.58,Fail,F
9573,Rohit Raj Yadav_9573,C,School,5.45,7.04,79.24,Yes,No,27.45,16.33,32.41,30.24,28.19,26.92,Fail,F
9574,Pooja Dev Gupta_9574,C,Graduate,2.79,4.28,80.91,No,No,27.28,36.4,24.86,38.17,19.83,29.31,Fail,F
9575,Karan Prasad Singh_9575,A,School,4.22,6.7,77.55,Yes,Yes,25.51,33.28,35.66,18.76,33.92,29.43,Fail,F
9576,Simran Kant Kumar_9576,B,PhD,5.03,7.07,89.96,Yes,No,33.58,11.19,47.54,29.03,31.59,30.59,Fail,F
9577,Amit Narayan Mishra_9577,A,School,3.22,7.21,74.4,Yes,No,23.44,26.15,27.53,19.47,15.17,22.35,Fail,F
9578,Rahul Deep Tiwari_9578,A,Graduate,5.14,6.29,85.62,Yes,Yes,40.03,33.09,31.12,13.52,40.6,31.67,Fail,F
9579,Priya Mohan Pandey_9579,C,Postgraduate,3.96,6.53,81.44,Yes,Yes,26.33,18.89,22.11,52.12,18.1,27.51,Fail,F
9580,Sneha Shiv Chauhan_9580,B,Postgraduate,3.82,5.82,84.92,Yes,No,33.16,27.34,17.72,23.5,33.36,27.02,Fail,F
9581,Arjun Kumar Sharma_9581,C,PhD,6.76,8.03,67.99,Yes,No,5.72,36.54,27.03,46.65,25.62,28.31,Fail,F
9582,Anjali Singh Verma_9582,A,Graduate,5.03,4.89,83.05,Yes,No,8.33,17.21,37.51,35.91,15.68,22.93,Fail,F
9583,Vikas Raj Yadav_9583,A,School,5.23,7.04,92.46,Yes,No,10.71,23.38,7.11,19.93,45.17,21.26,Fail,F
9584,Neha Dev Gupta_9584,C,Postgraduate,5.6,5.31,89.07,No,Yes,26.53,19.68,27.5,32.56,16.58,24.57,Fail,F
9585,Rohit Prasad Singh_9585,A,School,5.36,5.92,93.45,Yes,Yes,16.83,22.11,38.42,28.18,19.71,25.05,Fail,F
9586,Pooja Kant Kumar_9586,A,School,5.04,6.45,77.9,Yes,No,10.96,29.66,46.43,17.55,27.64,26.45,Fail,F
9587,Karan Narayan Mishra_9587,C,Graduate,6.36,4.12,99.04,Yes,Yes,24.12,15.69,34.55,19.58,11.99,21.19,Fail,F
9588,Simran Deep Tiwari_9588,A,Graduate,3.09,4.83,70.74,Yes,No,24.11,16.89,32.76,19.22,35.32,25.66,Fail,F
9589,Amit Mohan Pandey_9589,B,Postgraduate,4.72,4.58,71.25,Yes,Yes,24.25,25.15,41.02,21.18,24.29,27.18,Fail,F
9590,Rahul Shiv Chauhan_9590,C,PhD,4.04,7.01,100.0,Yes,No,26.31,19.81,40.22,43.7,43.12,34.63,Pass,C
9591,Priya Kumar Sharma_9591,B,Postgraduate,4.71,7.73,82.01,Yes,No,24.02,38.79,18.76,21.81,41.68,29.01,Fail,F
9592,Sneha Singh Verma_9592,A,School,3.45,4.58,88.7,Yes,Yes,40.99,33.94,11.2,26.95,41.08,30.83,Fail,F
9593,Arjun Raj Yadav_9593,A,Graduate,2.07,6.29,49.3,Yes,Yes,36.05,37.87,13.84,25.33,28.2,28.26,Fail,F
9594,Anjali Dev Gupta_9594,C,Postgraduate,5.7,6.83,80.47,Yes,Yes,35.37,12.41,11.33,21.63,1.91,16.53,Fail,F
9595,Vikas Prasad Singh_9595,A,PhD,8.12,6.82,79.19,Yes,Yes,16.73,30.23,24.05,13.57,43.22,25.56,Fail,F
9596,Neha Kant Kumar_9596,C,School,6.11,8.91,83.7,Yes,No,34.98,21.72,39.03,18.98,26.64,28.27,Fail,F
9597,Rohit Narayan Mishra_9597,C,School,5.8,6.68,83.35,No,Yes,0.8,54.93,39.39,25.47,37.93,31.7,Fail,F
9598,Pooja Deep Tiwari_9598,C,Postgraduate,4.88,5.39,69.96,Yes,Yes,29.33,29.44,37.71,30.93,4.96,26.47,Fail,F
9599,Karan Mohan Pandey_9599,C,School,4.27,7.4,100.0,Yes,Yes,32.53,38.0,47.04,34.06,7.34,31.79,Fail,F
9600,Simran Shiv Chauhan_9600,C,Graduate,4.36,8.41,63.22,Yes,No,44.13,34.34,19.78,24.13,29.4,30.36,Fail,F
9601,Amit Kumar Sharma_9601,B,School,4.34,4.94,71.47,Yes,No,21.48,34.65,7.45,8.73,29.4,20.34,Fail,F
9602,Rahul Singh Verma_9602,C,Graduate,3.53,7.14,89.09,Yes,Yes,17.26,42.73,20.58,33.7,24.97,27.85,Fail,F
9603,Priya Raj Yadav_9603,B,Graduate,2.02,6.53,59.93,Yes,No,4.33,40.15,41.42,32.13,15.68,26.74,Fail,F
9604,Sneha Dev Gupta_9604,A,School,4.8,5.36,74.29,Yes,Yes,13.32,19.83,21.38,18.87,30.05,20.69,Fail,F
9605,Arjun Prasad Singh_9605,C,Graduate,4.08,5.73,86.79,Yes,Yes,20.02,48.27,30.68,41.39,23.82,32.84,Fail,F
9606,Anjali Kant Kumar_9606,A,School,6.21,8.41,68.2,Yes,Yes,25.45,48.98,5.04,29.8,18.92,25.64,Fail,F
9607,Vikas Narayan Mishra_9607,C,School,5.61,7.43,65.0,Yes,No,12.84,37.74,44.97,39.8,29.38,32.94,Fail,F
9608,Neha Deep Tiwari_9608,B,School,1.45,7.01,81.71,Yes,No,23.77,32.51,37.88,31.08,15.41,28.13,Fail,F
9609,Rohit Mohan Pandey_9609,B,Graduate,7.07,4.71,77.67,Yes,No,23.18,37.76,32.15,19.26,30.0,28.47,Fail,F
9610,Pooja Shiv Chauhan_9610,B,School,3.73,7.31,65.91,Yes,Yes,22.65,8.21,20.87,21.16,27.91,20.16,Fail,F
9611,Karan Kumar Sharma_9611,A,Graduate,3.96,7.84,77.4,No,Yes,26.54,26.97,44.32,41.84,12.49,30.43,Fail,F
9612,Simran Singh Verma_9612,C,Graduate,1.98,4.86,74.96,No,No,33.76,40.24,30.64,34.19,32.69,34.31,Pass,C
9613,Amit Raj Yadav_9613,A,Graduate,4.9,6.53,90.04,Yes,No,29.42,25.87,39.39,27.82,15.87,27.67,Fail,F
9614,Rahul Dev Gupta_9614,B,Graduate,5.12,7.71,60.78,Yes,Yes,33.82,29.9,23.67,30.2,21.16,27.75,Fail,F
9615,Priya Prasad Singh_9615,A,Graduate,7.07,7.55,62.72,Yes,No,23.39,13.95,36.66,19.23,12.44,21.13,Fail,F
9616,Sneha Kant Kumar_9616,B,School,5.78,7.27,71.55,Yes,No,15.49,37.47,34.97,40.94,17.17,29.21,Fail,F
9617,Arjun Narayan Mishra_9617,B,Graduate,3.74,6.55,71.17,Yes,No,28.38,17.49,31.34,37.06,23.44,27.54,Fail,F
9618,Anjali Deep Tiwari_9618,B,School,1.84,7.8,89.44,No,Yes,32.7,30.27,28.86,34.38,28.42,30.93,Fail,F
9619,Vikas Mohan Pandey_9619,C,Postgraduate,3.64,6.69,77.47,Yes,No,30.95,36.18,27.6,36.44,7.28,27.69,Fail,F
9620,Neha Shiv Chauhan_9620,C,Postgraduate,6.07,7.16,85.01,Yes,No,21.49,36.33,0.53,23.96,15.6,19.58,Fail,F
9621,Rohit Kumar Sharma_9621,B,School,3.9,6.91,96.66,Yes,Yes,14.04,22.77,34.95,23.39,20.12,23.05,Fail,F
9622,Pooja Singh Verma_9622,A,Graduate,2.86,5.22,63.01,Yes,Yes,21.74,14.92,26.06,27.89,16.07,21.33,Fail,F
9623,Karan Raj Yadav_9623,A,Postgraduate,4.75,5.39,96.82,Yes,Yes,38.15,48.17,32.5,35.33,33.82,37.59,Pass,C
9624,Simran Dev Gupta_9624,C,School,4.0,4.76,75.51,Yes,No,27.08,29.55,15.38,17.51,32.13,24.33,Fail,F
9625,Amit Prasad Singh_9625,B,Graduate,3.82,6.04,40.55,No,Yes,19.94,23.97,25.44,0.0,13.71,16.61,Fail,F
9626,Rahul Kant Kumar_9626,A,School,3.38,7.47,78.62,Yes,Yes,12.19,26.7,16.8,32.61,10.5,19.76,Fail,F
9627,Priya Narayan Mishra_9627,B,Graduate,4.66,6.91,54.31,Yes,No,29.99,30.74,43.43,26.16,32.3,32.52,Fail,F
9628,Sneha Deep Tiwari_9628,A,Postgraduate,6.04,6.46,55.27,Yes,No,20.45,10.54,33.43,30.98,46.46,28.37,Fail,F
9629,Arjun Mohan Pandey_9629,C,Graduate,5.27,8.13,60.15,Yes,No,23.37,30.2,42.0,23.88,40.6,32.01,Fail,F
9630,Anjali Shiv Chauhan_9630,B,Graduate,1.61,6.14,73.97,Yes,Yes,9.89,27.56,16.82,18.24,25.75,19.65,Fail,F
9631,Vikas Kumar Sharma_9631,B,Postgraduate,6.83,7.17,56.31,Yes,Yes,26.89,39.06,35.13,31.46,23.24,31.16,Fail,F
9632,Neha Singh Verma_9632,A,Graduate,5.63,6.09,94.06,Yes,No,25.92,23.77,26.99,32.44,33.03,28.43,Fail,F
9633,Rohit Raj Yadav_9633,A,Graduate,4.96,4.7,91.83,Yes,Yes,21.1,27.62,37.18,5.65,25.1,23.33,Fail,F
9634,Pooja Dev Gupta_9634,A,Graduate,5.14,5.6,100.0,No,No,23.61,24.37,15.71,31.53,22.54,23.55,Fail,F
9635,Karan Prasad Singh_9635,B,Graduate,5.38,5.56,73.84,Yes,Yes,32.1,36.33,27.23,20.36,36.85,30.57,Fail,F
9636,Simran Kant Kumar_9636,C,Postgraduate,5.08,4.79,67.83,No,Yes,30.4,26.63,27.2,33.7,13.17,26.22,Fail,F
9637,Amit Narayan Mishra_9637,C,PhD,3.06,6.32,78.29,No,Yes,23.9,24.55,34.07,38.87,19.65,28.21,Fail,F
9638,Rahul Deep Tiwari_9638,A,Postgraduate,5.26,5.61,88.03,Yes,Yes,42.3,10.7,25.81,25.05,36.12,28.0,Fail,F
9639,Priya Mohan Pandey_9639,C,Graduate,4.74,8.3,94.44,Yes,Yes,20.22,40.76,41.77,40.58,23.86,33.44,Pass,C
9640,Sneha Shiv Chauhan_9640,A,School,5.13,6.22,65.97,Yes,Yes,10.26,36.41,19.07,18.31,19.13,20.64,Fail,F
9641,Arjun Kumar Sharma_9641,C,Postgraduate,3.55,5.5,90.15,Yes,Yes,28.59,46.78,11.49,15.82,8.17,22.17,Fail,F
9642,Anjali Singh Verma_9642,B,Graduate,6.14,5.19,90.06,No,No,14.47,33.89,13.37,25.38,24.94,22.41,Fail,F
9643,Vikas Raj Yadav_9643,A,Postgraduate,3.66,5.15,100.0,Yes,No,41.74,35.17,40.89,19.69,33.09,34.11,Pass,C
9644,Neha Dev Gupta_9644,C,School,4.43,7.55,96.25,Yes,No,36.61,8.36,18.64,33.84,5.8,20.65,Fail,F
9645,Rohit Prasad Singh_9645,B,Postgraduate,3.74,7.66,100.0,Yes,No,11.95,26.63,27.47,12.37,29.64,21.61,Fail,F
9646,Pooja Kant Kumar_9646,C,School,3.0,4.1,100.0,No,Yes,23.43,29.44,19.06,14.5,42.64,25.81,Fail,F
9647,Karan Narayan Mishra_9647,B,School,5.57,9.0,65.13,Yes,No,15.32,38.92,35.04,43.87,35.24,33.68,Pass,C
9648,Simran Deep Tiwari_9648,B,Graduate,3.75,6.59,63.6,Yes,Yes,15.88,15.49,31.84,26.74,23.77,22.74,Fail,F
9649,Amit Mohan Pandey_9649,C,Graduate,4.72,7.73,90.02,Yes,No,22.0,36.93,23.69,39.62,32.91,31.03,Fail,F
9650,Rahul Shiv Chauhan_9650,C,School,2.42,5.54,69.68,Yes,Yes,23.59,36.43,33.84,40.57,30.37,32.96,Fail,F
9651,Priya Kumar Sharma_9651,B,Graduate,1.77,5.32,86.79,No,No,18.77,25.52,25.89,19.17,15.46,20.96,Fail,F
9652,Sneha Singh Verma_9652,B,School,7.1,6.2,73.96,Yes,No,18.45,32.91,31.73,22.1,39.04,28.84,Fail,F
9653,Arjun Raj Yadav_9653,B,School,6.88,6.95,81.22,No,Yes,32.38,25.94,38.8,35.14,42.71,34.99,Pass,C
9654,Anjali Dev Gupta_9654,A,School,3.59,6.76,80.05,Yes,Yes,1.14,31.54,15.26,8.17,26.95,16.61,Fail,F
9655,Vikas Prasad Singh_9655,B,Postgraduate,5.18,7.9,85.91,Yes,No,20.62,28.36,39.41,13.1,28.21,25.94,Fail,F
9656,Neha Kant Kumar_9656,A,School,3.83,4.38,57.32,Yes,Yes,27.72,34.7,35.45,33.21,35.0,33.22,Pass,C
9657,Rohit Narayan Mishra_9657,B,School,5.5,7.59,55.78,Yes,Yes,20.06,18.45,26.48,17.69,35.19,23.58,Fail,F
9658,Pooja Deep Tiwari_9658,A,Graduate,2.88,7.12,73.62,No,No,41.25,28.97,32.56,16.8,30.15,29.95,Fail,F
9659,Karan Mohan Pandey_9659,B,Graduate,2.73,6.87,76.79,Yes,No,32.28,30.39,38.66,32.29,9.74,28.67,Fail,F
9660,Simran Shiv Chauhan_9660,B,Postgraduate,4.53,4.88,100.0,No,No,27.67,25.99,39.05,12.71,7.24,22.53,Fail,F
9661,Amit Kumar Sharma_9661,B,Postgraduate,5.07,5.54,81.48,No,No,34.46,21.5,25.68,22.83,29.32,26.76,Fail,F
9662,Rahul Singh Verma_9662,C,Postgraduate,3.45,7.27,78.66,No,Yes,37.32,31.88,34.62,20.22,26.47,30.1,Fail,F
9663,Priya Raj Yadav_9663,C,School,2.54,3.55,71.25,Yes,No,21.7,24.36,30.74,26.53,26.91,26.05,Fail,F
9664,Sneha Dev Gupta_9664,B,Graduate,6.39,4.22,82.81,No,Yes,36.1,30.72,46.27,29.08,30.08,34.45,Pass,C
9665,Arjun Prasad Singh_9665,A,Graduate,3.8,7.05,71.56,Yes,Yes,17.03,31.08,17.38,8.84,16.94,18.25,Fail,F
9666,Anjali Kant Kumar_9666,A,School,3.82,7.17,57.26,Yes,No,0.0,28.44,25.98,28.39,21.29,20.82,Fail,F
9667,Vikas Narayan Mishra_9667,B,School,6.35,5.61,91.06,Yes,Yes,28.35,18.94,32.02,29.21,40.62,29.83,Fail,F
9668,Neha Deep Tiwari_9668,C,Graduate,7.86,5.6,67.57,Yes,Yes,27.53,28.63,37.61,43.84,22.58,32.04,Fail,F
9669,Rohit Mohan Pandey_9669,A,School,4.99,7.64,68.63,Yes,Yes,45.91,9.32,27.64,30.11,12.34,25.07,Fail,F
9670,Pooja Shiv Chauhan_9670,C,PhD,5.82,7.56,53.7,Yes,No,19.22,26.04,36.78,26.39,16.79,25.04,Fail,F
9671,Karan Kumar Sharma_9671,A,Postgraduate,2.79,6.09,80.73,No,No,23.55,44.91,19.1,35.98,35.2,31.75,Fail,F
9672,Simran Singh Verma_9672,B,School,5.6,5.03,100.0,Yes,Yes,41.12,29.17,17.86,27.73,42.11,31.6,Fail,F
9673,Amit Raj Yadav_9673,C,School,5.78,8.27,49.37,No,No,44.65,16.86,11.6,28.99,21.35,24.69,Fail,F
9674,Rahul Dev Gupta_9674,A,PhD,3.06,4.96,50.9,Yes,Yes,17.76,27.92,17.13,27.86,27.49,23.63,Fail,F
9675,Priya Prasad Singh_9675,B,School,3.7,7.31,81.07,Yes,No,19.8,20.2,24.86,43.83,39.37,29.61,Fail,F
9676,Sneha Kant Kumar_9676,B,Postgraduate,6.33,7.94,78.99,No,No,15.51,36.04,28.11,12.53,23.72,23.18,Fail,F
9677,Arjun Narayan Mishra_9677,B,Graduate,4.09,6.49,67.9,Yes,No,18.42,32.89,40.05,23.81,16.92,26.42,Fail,F
9678,Anjali Deep Tiwari_9678,C,Postgraduate,6.64,5.79,66.71,Yes,Yes,14.75,29.66,31.83,30.33,38.48,29.01,Fail,F
9679,Vikas Mohan Pandey_9679,C,Graduate,4.53,4.56,79.38,Yes,Yes,20.59,20.34,28.2,24.24,40.3,26.73,Fail,F
9680,Neha Shiv Chauhan_9680,B,School,4.46,6.57,46.52,No,No,24.11,39.25,21.05,15.57,7.45,21.49,Fail,F
9681,Rohit Kumar Sharma_9681,C,School,5.96,4.74,55.42,No,No,5.66,44.19,22.28,23.2,24.39,23.94,Fail,F
9682,Pooja Singh Verma_9682,A,Graduate,7.58,6.87,59.86,Yes,Yes,21.2,9.77,52.52,21.38,24.66,25.91,Fail,F
9683,Karan Raj Yadav_9683,B,Postgraduate,5.49,4.07,69.14,Yes,No,13.39,18.21,15.9,17.32,25.75,18.11,Fail,F
9684,Simran Dev Gupta_9684,B,School,4.76,4.49,69.55,No,No,25.5,9.11,31.94,31.91,29.66,25.62,Fail,F
9685,Amit Prasad Singh_9685,C,Graduate,6.4,6.66,40.0,Yes,Yes,40.32,18.23,28.42,18.52,29.3,26.96,Fail,F
9686,Rahul Kant Kumar_9686,B,School,6.5,7.51,55.5,No,Yes,20.68,19.66,33.77,44.44,27.31,29.17,Fail,F
9687,Priya Narayan Mishra_9687,A,Postgraduate,5.3,6.16,83.64,Yes,No,34.59,17.14,26.15,20.46,26.09,24.88,Fail,F
9688,Sneha Deep Tiwari_9688,C,Postgraduate,5.07,7.76,82.61,Yes,Yes,21.88,16.55,11.5,36.51,35.97,24.48,Fail,F
9689,Arjun Mohan Pandey_9689,C,School,5.55,5.83,87.97,Yes,No,20.76,26.07,1.82,22.46,23.23,18.87,Fail,F
9690,Anjali Shiv Chauhan_9690,B,School,2.35,9.0,82.86,Yes,Yes,13.57,29.01,22.65,40.17,10.29,23.14,Fail,F
9691,Vikas Kumar Sharma_9691,B,School,2.93,4.9,73.42,Yes,No,40.55,17.89,29.4,14.57,26.67,25.82,Fail,F
9692,Neha Singh Verma_9692,B,Graduate,4.86,5.64,60.4,Yes,Yes,28.68,25.73,35.28,50.88,20.41,32.2,Fail,F
9693,Rohit Raj Yadav_9693,C,Graduate,3.34,8.12,60.2,No,Yes,22.87,43.38,30.59,29.58,33.66,32.02,Fail,F
9694,Pooja Dev Gupta_9694,B,School,4.55,6.19,62.27,Yes,Yes,31.28,41.58,17.14,42.25,20.39,30.53,Fail,F
9695,Karan Prasad Singh_9695,A,PhD,4.81,7.64,87.35,No,Yes,22.71,27.95,53.14,36.45,27.35,33.52,Pass,C
9696,Simran Kant Kumar_9696,B,Graduate,3.03,4.91,82.93,Yes,Yes,10.79,25.28,27.6,47.5,22.42,26.72,Fail,F
9697,Amit Narayan Mishra_9697,B,Graduate,5.39,5.36,60.51,No,No,18.86,33.6,42.14,29.94,31.46,31.2,Fail,F
9698,Rahul Deep Tiwari_9698,C,School,1.65,7.22,80.68,Yes,Yes,35.78,28.52,30.46,0.0,29.74,24.9,Fail,F
9699,Priya Mohan Pandey_9699,B,School,4.02,4.77,84.41,No,Yes,27.18,16.09,29.59,21.7,4.62,19.84,Fail,F
9700,Sneha Shiv Chauhan_9700,C,Graduate,2.2,5.04,82.69,Yes,No,29.73,9.11,33.16,17.81,23.7,22.7,Fail,F
9701,Arjun Kumar Sharma_9701,B,Graduate,4.02,6.37,88.42,No,No,52.72,33.92,38.27,34.05,11.32,34.06,Pass,C
9702,Anjali Singh Verma_9702,A,Graduate,5.93,8.08,75.75,Yes,No,24.17,28.92,39.52,39.65,30.91,32.64,Fail,F
9703,Vikas Raj Yadav_9703,A,Postgraduate,3.39,6.94,71.04,Yes,Yes,44.37,39.04,30.56,19.13,36.22,33.87,Pass,C
9704,Neha Dev Gupta_9704,C,Graduate,1.46,6.25,76.1,No,No,36.54,31.56,25.31,50.03,27.6,34.21,Pass,C
9705,Rohit Prasad Singh_9705,C,School,4.15,6.7,90.23,Yes,No,32.12,20.56,20.59,12.78,26.3,22.47,Fail,F
9706,Pooja Kant Kumar_9706,B,Postgraduate,3.25,4.41,86.38,Yes,Yes,32.39,53.57,33.07,21.92,35.08,35.21,Pass,C
9707,Karan Narayan Mishra_9707,B,Graduate,4.5,5.8,76.42,No,No,4.56,39.33,27.79,22.77,17.67,22.43,Fail,F
9708,Simran Deep Tiwari_9708,A,School,4.15,7.03,92.22,Yes,Yes,3.19,33.04,21.2,13.3,26.51,19.45,Fail,F
9709,Amit Mohan Pandey_9709,B,School,4.76,6.78,100.0,No,No,11.61,29.77,23.47,32.4,35.83,26.61,Fail,F
9710,Rahul Shiv Chauhan_9710,A,Postgraduate,6.26,7.23,100.0,Yes,Yes,26.85,25.59,18.06,18.57,14.06,20.63,Fail,F
9711,Priya Kumar Sharma_9711,C,Postgraduate,3.93,7.34,100.0,Yes,No,36.9,22.85,31.91,15.9,24.52,26.41,Fail,F
9712,Sneha Singh Verma_9712,B,School,4.63,6.77,100.0,Yes,No,29.0,22.33,23.22,15.1,32.33,24.39,Fail,F
9713,Arjun Raj Yadav_9713,C,School,4.02,3.48,95.24,Yes,No,11.98,10.58,28.25,18.72,36.99,21.3,Fail,F
9714,Anjali Dev Gupta_9714,B,Graduate,6.02,6.9,40.0,Yes,No,8.91,25.03,33.09,32.53,26.82,25.28,Fail,F
9715,Vikas Prasad Singh_9715,A,Postgraduate,4.74,5.92,78.18,No,No,11.19,26.35,4.56,18.13,10.23,14.09,Fail,F
9716,Neha Kant Kumar_9716,C,School,5.28,6.04,52.98,Yes,No,43.94,32.96,3.69,31.81,26.17,27.71,Fail,F
9717,Rohit Narayan Mishra_9717,C,Postgraduate,5.64,6.05,100.0,Yes,No,9.42,25.19,27.59,33.23,22.34,23.55,Fail,F
9718,Pooja Deep Tiwari_9718,B,School,1.58,6.85,70.31,Yes,Yes,41.36,23.28,34.34,33.66,30.75,32.68,Fail,F
9719,Karan Mohan Pandey_9719,C,School,5.68,4.74,81.71,No,Yes,31.91,23.3,37.27,24.73,34.23,30.29,Fail,F
9720,Simran Shiv Chauhan_9720,A,School,5.07,4.44,72.81,Yes,No,33.77,15.65,27.46,8.17,15.7,20.15,Fail,F
9721,Amit Kumar Sharma_9721,C,School,3.49,5.01,100.0,Yes,No,25.93,30.85,35.42,18.15,37.64,29.6,Fail,F
9722,Rahul Singh Verma_9722,C,School,6.43,7.6,57.22,No,Yes,33.8,33.7,31.56,16.2,15.8,26.21,Fail,F
9723,Priya Raj Yadav_9723,B,Postgraduate,5.98,5.98,85.6,Yes,No,20.17,30.51,31.98,25.75,29.67,27.62,Fail,F
9724,Sneha Dev Gupta_9724,C,School,4.22,7.11,59.36,Yes,Yes,17.62,35.11,36.16,38.53,0.0,25.48,Fail,F
9725,Arjun Prasad Singh_9725,B,School,1.4,7.08,42.96,Yes,No,22.87,34.32,23.24,28.71,44.5,30.73,Fail,F
9726,Anjali Kant Kumar_9726,B,School,4.41,6.98,77.81,Yes,Yes,29.59,33.34,14.8,31.79,20.19,25.94,Fail,F
9727,Vikas Narayan Mishra_9727,C,Postgraduate,3.0,7.13,56.64,No,Yes,0.0,32.14,19.82,12.03,40.34,20.87,Fail,F
9728,Neha Deep Tiwari_9728,A,Postgraduate,1.21,5.87,52.57,Yes,No,18.78,18.43,30.2,37.52,25.98,26.18,Fail,F
9729,Rohit Mohan Pandey_9729,B,School,5.37,7.3,51.45,Yes,Yes,27.12,39.15,26.16,24.83,38.33,31.12,Fail,F
9730,Pooja Shiv Chauhan_9730,C,Graduate,6.79,6.96,69.16,Yes,Yes,28.07,28.99,14.36,11.49,29.13,22.41,Fail,F
9731,Karan Kumar Sharma_9731,B,School,4.36,4.6,89.0,Yes,Yes,24.61,43.44,24.62,19.86,31.76,28.86,Fail,F
9732,Simran Singh Verma_9732,A,Graduate,4.89,6.57,53.08,Yes,No,19.68,39.46,41.26,40.36,51.37,38.43,Pass,C
9733,Amit Raj Yadav_9733,A,School,6.51,6.32,91.22,Yes,Yes,17.36,11.7,34.51,32.03,37.25,26.57,Fail,F
9734,Rahul Dev Gupta_9734,B,Graduate,4.77,7.06,66.93,Yes,No,24.92,33.23,26.25,35.43,9.37,25.84,Fail,F
9735,Priya Prasad Singh_9735,A,Graduate,3.59,6.53,59.04,No,No,14.59,31.49,27.44,22.56,16.6,22.54,Fail,F
9736,Sneha Kant Kumar_9736,C,Graduate,1.16,6.21,93.21,No,No,6.81,28.43,33.0,17.39,28.66,22.86,Fail,F
9737,Arjun Narayan Mishra_9737,C,School,5.72,8.37,89.46,Yes,No,29.06,37.47,18.23,25.74,35.03,29.11,Fail,F
9738,Anjali Deep Tiwari_9738,B,School,5.13,7.23,87.2,Yes,No,4.25,31.41,26.82,21.89,23.56,21.59,Fail,F
9739,Vikas Mohan Pandey_9739,A,Graduate,5.89,6.55,78.48,Yes,No,24.5,0.72,37.94,39.81,23.32,25.26,Fail,F
9740,Neha Shiv Chauhan_9740,C,Graduate,1.0,5.16,58.91,Yes,No,32.4,34.37,35.11,26.35,33.36,32.32,Fail,F
9741,Rohit Kumar Sharma_9741,C,School,7.61,6.64,93.63,Yes,Yes,17.83,27.45,41.64,44.54,19.02,30.09,Fail,F
9742,Pooja Singh Verma_9742,C,Postgraduate,3.31,5.48,75.43,No,No,21.67,39.79,27.95,13.78,13.49,23.34,Fail,F
9743,Karan Raj Yadav_9743,B,Graduate,6.14,4.52,77.03,No,Yes,41.97,22.83,24.72,40.91,27.75,31.63,Fail,F
9744,Simran Dev Gupta_9744,B,School,1.65,6.01,80.89,No,Yes,37.99,29.64,20.04,16.49,39.9,28.81,Fail,F
9745,Amit Prasad Singh_9745,C,School,3.34,6.09,89.87,Yes,Yes,43.22,42.7,26.67,21.99,12.84,29.48,Fail,F
9746,Rahul Kant Kumar_9746,C,PhD,3.68,7.74,50.58,Yes,Yes,21.57,35.02,32.86,21.18,46.63,31.45,Fail,F
9747,Priya Narayan Mishra_9747,A,School,2.97,7.67,74.36,Yes,Yes,42.42,41.72,19.06,23.24,33.26,31.94,Fail,F
9748,Sneha Deep Tiwari_9748,A,Postgraduate,3.27,7.3,68.19,No,No,24.62,23.14,28.86,36.4,40.41,30.69,Fail,F
9749,Arjun Mohan Pandey_9749,A,Graduate,6.93,6.39,97.26,Yes,No,31.97,23.48,36.48,24.36,35.73,30.4,Fail,F
9750,Anjali Shiv Chauhan_9750,B,School,3.99,6.41,100.0,Yes,No,30.7,37.51,16.7,44.94,19.62,29.89,Fail,F
9751,Vikas Kumar Sharma_9751,C,Graduate,7.69,7.17,79.39,Yes,Yes,46.79,15.33,19.95,28.13,26.84,27.41,Fail,F
9752,Neha Singh Verma_9752,B,School,6.08,7.27,55.3,Yes,No,32.58,32.29,38.57,26.02,36.87,33.26,Pass,C
